classification_prompt,genre
"Tell me about the movie Heartbreak Ridge released in 1986. It is directed by Clint Eastwood and stars Clint Eastwood, duration of movie is 130.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Flight of the Navigator released in 1986. It is directed by Randal Kleiser and stars Joey Cramer, duration of movie is 90.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Cobra released in 1986. It is directed by George P. Cosmatos and stars Sylvester Stallone, duration of movie is 87.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Peggy Sue Got Married released in 1986. It is directed by Francis Ford Coppola and stars Kathleen Turner, duration of movie is 103.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Mission released in 1986. It is directed by Roland Joffé and stars Robert De Niro, duration of movie is 125.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Working Girls released in 1986. It is directed by Lizzie Borden and stars Louise Smith, duration of movie is 93.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Youngblood released in 1986. It is directed by Peter Markle and stars Rob Lowe, duration of movie is 110.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Three Amigos! released in 1986. It is directed by John Landis and stars Steve Martin, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Maximum Overdrive released in 1986. It is directed by Stephen King and stars Emilio Estevez, duration of movie is 98.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Lucas released in 1986. It is directed by David Seltzer and stars Corey Haim, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Friday the 13th Part VI: Jason Lives released in 1986. It is directed by Tom McLoughlin and stars Thom Mathews, duration of movie is 86.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Money Pit released in 1986. It is directed by Richard Benjamin and stars Tom Hanks, duration of movie is 91.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Back to School released in 1986. It is directed by Alan Metter and stars Rodney Dangerfield, duration of movie is 96.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Betty Blue released in 1986. It is directed by Jean-Jacques Beineix and stars Jean-Hugues Anglade, duration of movie is 185.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie About Last Night released in 1986. It is directed by Edward Zwick and stars Rob Lowe, duration of movie is 113.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Critters released in 1986. It is directed by Stephen Herek and stars Dee Wallace, duration of movie is 86.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Texas Chainsaw Massacre 2 released in 1986. It is directed by Tobe Hooper and stars Dennis Hopper, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Iron Eagle released in 1986. It is directed by Sidney J. Furie and stars Louis Gossett Jr., duration of movie is 117.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie One Crazy Summer released in 1986. It is directed by Savage Steve Holland and stars John Cusack, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie From Beyond released in 1986. It is directed by Stuart Gordon and stars Jeffrey Combs, duration of movie is 85.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Sid and Nancy released in 1986. It is directed by Alex Cox and stars Gary Oldman, duration of movie is 112.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Henry: Portrait of a Serial Killer released in 1986. It is directed by John McNaughton and stars Michael Rooker, duration of movie is 83.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Mona Lisa released in 1986. It is directed by Neil Jordan and stars Bob Hoskins, duration of movie is 104.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Police Academy 3: Back in Training released in 1986. It is directed by Jerry Paris and stars Steve Guttenberg, duration of movie is 83.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Night of the Creeps released in 1986. It is directed by Fred Dekker and stars Jason Lively, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Sacrifice released in 1986. It is directed by Andrei Tarkovsky and stars Erland Josephson, duration of movie is 149.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Hitcher released in 1986. It is directed by Robert Harmon and stars Rutger Hauer, duration of movie is 97.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Rad released in 1986. It is directed by Hal Needham and stars Bart Conner, duration of movie is 91.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie An American Tail released in 1986. It is directed by Don Bluth and stars Dom DeLuise, duration of movie is 80.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie SpaceCamp released in 1986. It is directed by Harry Winer and stars Kate Capshaw, duration of movie is 107.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Raw Deal released in 1986. It is directed by John Irvin and stars Arnold Schwarzenegger, duration of movie is 106.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Hannah and Her Sisters released in 1986. It is directed by Woody Allen and stars Mia Farrow, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Great Mouse Detective released in 1986. It is directed by Directors and stars Vincent Price, duration of movie is 74.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Ruthless People released in 1986. It is directed by Jim Abrahams and stars Bette Midler, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Transformers: the Movie released in 1986. It is directed by Nelson Shin and stars Orson Welles, duration of movie is 84.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Wildcats released in 1986. It is directed by Michael Ritchie and stars Goldie Hawn, duration of movie is 106.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Troll released in 1986. It is directed by John Carl Buechler and stars Michael Moriarty, duration of movie is 82.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie At Close Range released in 1986. It is directed by James Foley and stars Sean Penn, duration of movie is 111.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Boy Who Could Fly released in 1986. It is directed by Nick Castle and stars Lucy Deakins, duration of movie is 114.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Something Wild released in 1986. It is directed by Jonathan Demme and stars Jeff Daniels, duration of movie is 114.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Heartburn released in 1986. It is directed by Mike Nichols and stars Meryl Streep, duration of movie is 108.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Crossroads released in 1986. It is directed by Walter Hill and stars Ralph Macchio, duration of movie is 99.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Clan of the Cave Bear released in 1986. It is directed by Michael Chapman and stars Daryl Hannah, duration of movie is 98.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie She's Gotta Have It released in 1986. It is directed by Spike Lee and stars Tracy Camilla Johns, duration of movie is 84.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Running Scared released in 1986. It is directed by Peter Hyams and stars Gregory Hines, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie 8 Million Ways to Die released in 1986. It is directed by Hal Ashby and stars Jeff Bridges, duration of movie is 115.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Soul Man released in 1986. It is directed by Steve Miner and stars C. Thomas Howell, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Down by Law released in 1986. It is directed by Jim Jarmusch and stars Tom Waits, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Poltergeist II: the Other Side released in 1986. It is directed by Brian Gibson and stars JoBeth Williams, duration of movie is 91.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Bad Blood released in 1986. It is directed by Leos Carax and stars Michel Piccoli, duration of movie is 105.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Psycho III released in 1986. It is directed by Anthony Perkins and stars Anthony Perkins, duration of movie is 93.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Allan Quatermain and the Lost City of Gold released in 1986. It is directed by Gary Nelson and stars Richard Chamberlain, duration of movie is 99.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Adventures of Milo and Otis released in 1986. It is directed by Masanori Hata and stars Kyôko Koizumi, duration of movie is 76.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Caravaggio released in 1986. It is directed by Derek Jarman and stars Noam Almaz, duration of movie is 93.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Children of a Lesser God released in 1986. It is directed by Randa Haines and stars William Hurt, duration of movie is 119.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Invaders from Mars released in 1986. It is directed by Tobe Hooper and stars Karen Black, duration of movie is 100.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Matador released in 1986. It is directed by Pedro Almodóvar and stars Assumpta Serna, duration of movie is 110.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Down and Out in Beverly Hills released in 1986. It is directed by Paul Mazursky and stars Nick Nolte, duration of movie is 103.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie April Fool's Day released in 1986. It is directed by Fred Walton and stars Deborah Foreman, duration of movie is 89.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Big Easy released in 1986. It is directed by Jim McBride and stars Dennis Quaid, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Pirates released in 1986. It is directed by Roman Polanski and stars Walter Matthau, duration of movie is 121.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie No Mercy released in 1986. It is directed by Richard Pearce and stars Richard Gere, duration of movie is 106.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Lady Jane released in 1986. It is directed by Trevor Nunn and stars Helena Bonham Carter, duration of movie is 136.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Club Paradise released in 1986. It is directed by Harold Ramis and stars Robin Williams, duration of movie is 96.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Manon of the Spring released in 1986. It is directed by Claude Berri and stars Yves Montand, duration of movie is 113.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Gothic released in 1986. It is directed by Ken Russell and stars Gabriel Byrne, duration of movie is 87.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Armed and Dangerous released in 1986. It is directed by Mark L. Lester and stars John Candy, duration of movie is 88.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie F/X released in 1986. It is directed by Robert Mandel and stars Bryan Brown, duration of movie is 109.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie King Kong Lives released in 1986. It is directed by John Guillermin and stars Brian Kerwin, duration of movie is 105.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Castaway released in 1986. It is directed by Nicolas Roeg and stars Oliver Reed, duration of movie is 117.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Wise Guys released in 1986. It is directed by Brian De Palma and stars Danny DeVito, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Solarbabies released in 1986. It is directed by Alan Johnson and stars Richard Jordan, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Manhattan Project released in 1986. It is directed by Marshall Brickman and stars John Lithgow, duration of movie is 117.0 minutes. What is Genre of this movie?",Sci-Fi
"Tell me about the movie Trick or Treat released in 1986. It is directed by Charles Martin Smith and stars Marc Price, duration of movie is 98.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Body Slam released in 1986. It is directed by Hal Needham and stars Dirk Benedict, duration of movie is 92.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Jumpin' Jack Flash released in 1986. It is directed by Penny Marshall and stars Whoopi Goldberg, duration of movie is 105.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Fire with Fire released in 1986. It is directed by Duncan Gibbins and stars Craig Sheffer, duration of movie is 103.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Gung Ho released in 1986. It is directed by Ron Howard and stars Michael Keaton, duration of movie is 111.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie True Stories released in 1986. It is directed by David Byrne and stars David Byrne, duration of movie is 89.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie When the Wind Blows released in 1986. It is directed by Jimmy T. Murakami and stars Peggy Ashcroft, duration of movie is 84.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Murphy's Law released in 1986. It is directed by J. Lee Thompson and stars Charles Bronson, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Deadly Friend released in 1986. It is directed by Wes Craven and stars Matthew Labyorteaux, duration of movie is 91.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Jean de Florette released in 1986. It is directed by Claude Berri and stars Yves Montand, duration of movie is 120.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Reform School Girls released in 1986. It is directed by Tom DeSimone and stars Linda Carol, duration of movie is 94.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Band of the Hand released in 1986. It is directed by Paul Michael Glaser and stars Stephen Lang, duration of movie is 109.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Vamp released in 1986. It is directed by Richard Wenk and stars Chris Makepeace, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Nothing in Common released in 1986. It is directed by Garry Marshall and stars Tom Hanks, duration of movie is 118.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie TerrorVision released in 1986. It is directed by Ted Nicolaou and stars Diane Franklin, duration of movie is 85.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Quicksilver released in 1986. It is directed by Thomas Michael Donnelly and stars Kevin Bacon, duration of movie is 105.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie 52 Pick-Up released in 1986. It is directed by John Frankenheimer and stars Roy Scheider, duration of movie is 110.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Black Moon Rising released in 1986. It is directed by Harley Cokeliss and stars Tommy Lee Jones, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Extremities released in 1986. It is directed by Robert M. Young and stars Farrah Fawcett, duration of movie is 89.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Men's Club released in 1986. It is directed by Peter Medak and stars David Dukes, duration of movie is 101.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Haunted Honeymoon released in 1986. It is directed by Gene Wilder and stars Gene Wilder, duration of movie is 82.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Summer released in 1986. It is directed by Éric Rohmer and stars Marie Rivière, duration of movie is 99.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Tough Guys released in 1986. It is directed by Jeff Kanew and stars Burt Lancaster, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Eliminators released in 1986. It is directed by Peter Manoogian and stars Andrew Prine, duration of movie is 96.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Best of Times released in 1986. It is directed by Roger Spottiswoode and stars Robin Williams, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Firewalker released in 1986. It is directed by J. Lee Thompson and stars Chuck Norris, duration of movie is 105.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Modern Girls released in 1986. It is directed by Jerry Kramer and stars Daphne Zuniga, duration of movie is 84.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Witchboard released in 1986. It is directed by Kevin Tenney and stars Todd Allen, duration of movie is 98.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Clockwise released in 1986. It is directed by Christopher Morahan and stars John Cleese, duration of movie is 96.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Legal Eagles released in 1986. It is directed by Ivan Reitman and stars Robert Redford, duration of movie is 116.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Link released in 1986. It is directed by Richard Franklin and stars Terence Stamp, duration of movie is 103.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Jo Jo Dancer, Your Life Is Calling released in 1986. It is directed by Richard Pryor and stars Richard Pryor, duration of movie is 97.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Wanted: Dead or Alive released in 1986. It is directed by Gary Sherman and stars Rutger Hauer, duration of movie is 106.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie American Anthem released in 1986. It is directed by Albert Magnoli and stars Mitchell Gaylord, duration of movie is 102.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Morning After released in 1986. It is directed by Sidney Lumet and stars Jane Fonda, duration of movie is 103.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Crimes of the Heart released in 1986. It is directed by Bruce Beresford and stars Diane Keaton, duration of movie is 105.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Under the Cherry Moon released in 1986. It is directed by Prince and stars Prince, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Malcolm released in 1986. It is directed by Nadia Tass and stars Colin Friels, duration of movie is 85.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Meatballs III: Summer Job released in 1986. It is directed by George Mendeluk and stars Sally Kellerman, duration of movie is 96.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Devil in the Flesh released in 1986. It is directed by Marco Bellocchio and stars Maruschka Detmers, duration of movie is 114.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Absolute Beginners released in 1986. It is directed by Julien Temple and stars Patsy Kensit, duration of movie is 108.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Deadtime Stories released in 1986. It is directed by Jeffrey Delman and stars Scott Valentine, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Avenging Force released in 1986. It is directed by Sam Firstenberg and stars Michael Dudikoff, duration of movie is 104.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Heat released in 1986. It is directed by Dick Richards and stars Burt Reynolds, duration of movie is 101.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Sweet Liberty released in 1986. It is directed by Alan Alda and stars Alan Alda, duration of movie is 106.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Killer Party released in 1986. It is directed by William Fruet and stars Martin Hewitt, duration of movie is 91.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Out of Bounds released in 1986. It is directed by Richard Tuggle and stars Anthony Michael Hall, duration of movie is 93.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Wisdom released in 1986. It is directed by Emilio Estevez and stars Emilio Estevez, duration of movie is 109.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Shanghai Surprise released in 1986. It is directed by Jim Goddard and stars Sean Penn, duration of movie is 97.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Power released in 1986. It is directed by Sidney Lumet and stars Richard Gere, duration of movie is 111.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie A Fine Mess released in 1986. It is directed by Blake Edwards and stars Ted Danson, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Let's Get Harry released in 1986. It is directed by Director and stars Michael Schoeffling, duration of movie is 102.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie My Chauffeur released in 1986. It is directed by David Beaird and stars Deborah Foreman, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Biggles: Adventures in Time released in 1986. It is directed by John Hough and stars Neil Dickson, duration of movie is 108.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Half Moon Street released in 1986. It is directed by Bob Swaim and stars Sigourney Weaver, duration of movie is 90.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Every Time We Say Goodbye released in 1986. It is directed by Moshé Mizrahi and stars Tom Hanks, duration of movie is 98.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Decline of the American Empire released in 1986. It is directed by Denys Arcand and stars Dominique Michel, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Hardbodies 2 released in 1986. It is directed by Mark Griffiths and stars James Karen, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Boy in Blue released in 1986. It is directed by Charles Jarrott and stars Nicolas Cage, duration of movie is 100.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Brighton Beach Memoirs released in 1986. It is directed by Gene Saks and stars Blythe Danner, duration of movie is 108.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Longshot released in 1986. It is directed by Paul Bartel and stars Tim Conway, duration of movie is 89.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Willy/Milly released in 1986. It is directed by Paul Schneider and stars Pamela Adlon, duration of movie is 86.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Ginger and Fred released in 1986. It is directed by Federico Fellini and stars Marcello Mastroianni, duration of movie is 125.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie 'Round Midnight released in 1986. It is directed by Bertrand Tavernier and stars Dexter Gordon, duration of movie is 133.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Violets Are Blue... released in 1986. It is directed by Jack Fisk and stars Sissy Spacek, duration of movie is 88.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Parting Glances released in 1986. It is directed by Bill Sherwood and stars John Bolger, duration of movie is 90.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Whoopee Boys released in 1986. It is directed by John Byrum and stars Michael O'Keefe, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Tai-Pan released in 1986. It is directed by Daryl Duke and stars Bryan Brown, duration of movie is 127.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie My Little Pony: The Movie released in 1986. It is directed by Directors and stars Danny DeVito, duration of movie is 86.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Playing for Keeps released in 1986. It is directed by Bob Weinstein and stars Daniel Jordano, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie 'night, Mother released in 1986. It is directed by Tom Moore and stars Sissy Spacek, duration of movie is 96.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Jake Speed released in 1986. It is directed by Andrew Lane and stars Wayne Crawford, duration of movie is 105.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Naked Cage released in 1986. It is directed by Paul Nicholas and stars Shari Shattuck, duration of movie is 97.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Blue City released in 1986. It is directed by Michelle Manning and stars Judd Nelson, duration of movie is 83.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie That's Life! released in 1986. It is directed by Blake Edwards and stars Jack Lemmon, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Sky Bandits released in 1986. It is directed by Zoran Perisic and stars Scott McGinnis, duration of movie is 105.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Ménage released in 1986. It is directed by Bertrand Blier and stars Gérard Depardieu, duration of movie is 84.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Dream Lover released in 1986. It is directed by Alan J. Pakula and stars Kristy McNichol, duration of movie is 104.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Dangerously Close released in 1986. It is directed by Albert Pyun and stars John Stockwell, duration of movie is 95.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Whistle Blower released in 1986. It is directed by Simon Langton and stars Michael Caine, duration of movie is 100.0 minutes. What is Genre of this movie?",Thriller
"Tell me about the movie Care Bears Movie II: A New Generation released in 1986. It is directed by Dale Schott and stars Maxine Miller, duration of movie is 76.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Knights of the City released in 1986. It is directed by Dominic Orlando and stars Leon Isaac Kennedy, duration of movie is 87.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Born American released in 1986. It is directed by Renny Harlin and stars Mike Norris, duration of movie is 95.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Desert Bloom released in 1986. It is directed by Eugene Corr and stars Jon Voight, duration of movie is 105.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Touch and Go released in 1986. It is directed by Robert Mandel and stars Michael Keaton, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Man Facing Southeast released in 1986. It is directed by Eliseo Subiela and stars Lorenzo Quinteros, duration of movie is 105.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Nutcracker released in 1986. It is directed by Carroll Ballard and stars Hugh Duncan Bigney Mitchell, duration of movie is 89.0 minutes. What is Genre of this movie?",Family
"Tell me about the movie The Fringe Dwellers released in 1986. It is directed by Bruce Beresford and stars Kristina Nehm, duration of movie is 98.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Just Between Friends released in 1986. It is directed by Allan Burns and stars Mary Tyler Moore, duration of movie is 110.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Oviri released in 1986. It is directed by Henning Carlsen and stars Donald Sutherland, duration of movie is 90.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie P.O.W. the Escape released in 1986. It is directed by Gideon Amir and stars David Carradine, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Armed Response released in 1986. It is directed by Fred Olen Ray and stars David Carradine, duration of movie is 86.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Duet for One released in 1986. It is directed by Andrey Konchalovskiy and stars Julie Andrews, duration of movie is 107.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Bullies released in 1986. It is directed by Paul Lynch and stars Jonathan Crombie, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Native Son released in 1986. It is directed by Jerrold Freedman and stars Victor Love, duration of movie is 111.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Assault released in 1986. It is directed by Fons Rademakers and stars Derek de Lint, duration of movie is 144.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Nobody's Fool released in 1986. It is directed by Evelyn Purcell and stars Rosanna Arquette, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Alien Predator released in 1986. It is directed by Deran Sarafian and stars Dennis Christopher, duration of movie is 90.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Low Blow released in 1986. It is directed by Frank Harris and stars Leo Fong, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie A Man and a Woman: 20 Years Later released in 1986. It is directed by Claude Lelouch and stars Anouk Aimée, duration of movie is 102.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Princess Bride released in 1987. It is directed by Rob Reiner and stars Cary Elwes, duration of movie is 98.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Lost Boys released in 1987. It is directed by Joel Schumacher and stars Jason Patric, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Full Metal Jacket released in 1987. It is directed by Stanley Kubrick and stars Matthew Modine, duration of movie is 116.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Predator released in 1987. It is directed by John McTiernan and stars Arnold Schwarzenegger, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie RoboCop released in 1987. It is directed by Paul Verhoeven and stars Peter Weller, duration of movie is 102.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Dirty Dancing released in 1987. It is directed by Emile Ardolino and stars Patrick Swayze, duration of movie is 100.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Adventures in Babysitting released in 1987. It is directed by Chris Columbus and stars Elisabeth Shue, duration of movie is 102.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Untouchables released in 1987. It is directed by Brian De Palma and stars Kevin Costner, duration of movie is 119.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Spaceballs released in 1987. It is directed by Mel Brooks and stars Mel Brooks, duration of movie is 96.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Raising Arizona released in 1987. It is directed by Joel Coen and stars Nicolas Cage, duration of movie is 94.0 minutes. What is Genre of this movie?",Comedy
